event_name,date,fighter_1_name,fighter_2_name,fighter_1_str,fighter_2_str,fighter_1_td,fighter_2_td,fighter_1_sub,fighter_2_sub,fighter_1_pass,fighter_2_pass,weight_class,win_method,win_round,win_time,winner,fight_url
The_Ultimate_Fighter-Team_Nogueira_vs_Team_Mir_Finale,"December 13, 2008",Efrain Escudero,Phillipe Nover,27,20,7,0,0,2,5,1,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/86b8419f22f398c0
The_Ultimate_Fighter-Team_Nogueira_vs_Team_Mir_Finale,"December 13, 2008",Ryan Bader,Vinny Magalhaes,15,4,0,0,0,0,0,0,Light Heavyweight,"KO/TKO, Punch",1,2:18,fighter_1,http://www.ufcstats.com/fight-details/e65da830a1928fe6
The_Ultimate_Fighter-Team_Nogueira_vs_Team_Mir_Finale,"December 13, 2008",Anthony Johnson,Kevin Burns,35,17,3,0,0,2,2,0,Welterweight,"KO/TKO, Kick",3,0:28,fighter_1,http://www.ufcstats.com/fight-details/f7cd0a90da3be3b2
The_Ultimate_Fighter-Team_Nogueira_vs_Team_Mir_Finale,"December 13, 2008",Wilson Gouveia,Jason MacDonald,18,6,0,1,0,0,1,0,Middleweight,"KO/TKO, Elbow",1,2:18,fighter_1,http://www.ufcstats.com/fight-details/0b58bd40373b1811
The_Ultimate_Fighter-Team_Nogueira_vs_Team_Mir_Finale,"December 13, 2008",Junie Browning,David Kaplan,31,12,2,2,2,1,6,0,Lightweight,"SUB, Armbar",2,1:32,fighter_1,http://www.ufcstats.com/fight-details/ec8ad2966a6816b3
The_Ultimate_Fighter-Team_Nogueira_vs_Team_Mir_Finale,"December 13, 2008",Krzysztof Soszynski,Shane Primm,19,7,0,1,1,0,4,0,Light Heavyweight,"SUB, Kimura",2,3:27,fighter_1,http://www.ufcstats.com/fight-details/edeba52fc9b2855f
The_Ultimate_Fighter-Team_Nogueira_vs_Team_Mir_Finale,"December 13, 2008",Eliot Marshall,Jules Bruchez,8,1,1,0,2,0,3,0,Light Heavyweight,"SUB, Rear, Naked, Choke",1,1:27,fighter_1,http://www.ufcstats.com/fight-details/59bd4e83d8f846ee
The_Ultimate_Fighter-Team_Nogueira_vs_Team_Mir_Finale,"December 13, 2008",Tom Lawlor,Kyle Kingsbury,14,10,7,0,0,0,2,0,Light Heavyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/09b36c7157770516
The_Ultimate_Fighter-Team_Nogueira_vs_Team_Mir_Finale,"December 13, 2008",Shane Nelson,George Roop,10,21,3,1,2,0,4,1,Lightweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/52e07b6540fad19e
The_Ultimate_Fighter-Team_Nogueira_vs_Team_Mir_Finale,"December 13, 2008",Rolando Delgado,John Polakowski,15,1,1,0,3,1,4,0,Lightweight,"SUB, Guillotine, Choke",2,2:18,fighter_1,http://www.ufcstats.com/fight-details/bacb62c4f2058fd8
UFC_Fight_Night_-_Fight_for_the_Troops,"December 10, 2008",Josh Koscheck,Yoshiyuki Yoshida,6,6,0,0,0,0,0,0,Welterweight,"KO/TKO, Punches",1,2:15,fighter_1,http://www.ufcstats.com/fight-details/11c3035dd9104e50
UFC_Fight_Night_-_Fight_for_the_Troops,"December 10, 2008",Mike Swick,Jonathan Goulet,7,1,0,0,0,0,0,0,Welterweight,"KO/TKO, Punch",1,0:33,fighter_1,http://www.ufcstats.com/fight-details/0f235698600c962e
UFC_Fight_Night_-_Fight_for_the_Troops,"December 10, 2008",Steve Cantwell,Razak Al-Hassan,15,13,1,0,1,0,2,0,Light Heavyweight,"SUB, Armbar",1,4:04,fighter_1,http://www.ufcstats.com/fight-details/d8f64b001cd590fa
UFC_Fight_Night_-_Fight_for_the_Troops,"December 10, 2008",Tim Credeur,Nate Loughran,52,25,1,0,0,0,2,0,Middleweight,KO/TKO,2,5:00,fighter_1,http://www.ufcstats.com/fight-details/83406cd29d3c2d0f
UFC_Fight_Night_-_Fight_for_the_Troops,"December 10, 2008",Jim Miller,Matt Wiman,61,20,4,1,2,0,3,0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/d90567f7d4372160
UFC_Fight_Night_-_Fight_for_the_Troops,"December 10, 2008",Luigi Fioravanti,Brodie Farber,30,10,8,1,5,1,10,0,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/ecfe522e5f1e766b
UFC_Fight_Night_-_Fight_for_the_Troops,"December 10, 2008",Steve Bruno,Johnny Rees,10,36,3,1,1,0,3,1,Welterweight,"SUB, Rear, Naked, Choke",2,3:44,fighter_1,http://www.ufcstats.com/fight-details/44c9ca6a502db390
UFC_Fight_Night_-_Fight_for_the_Troops,"December 10, 2008",Ben Saunders,Brandon Wolff,42,0,0,0,0,0,0,0,Welterweight,"KO/TKO, Knees",1,1:49,fighter_1,http://www.ufcstats.com/fight-details/79298011365a6d90
UFC_Fight_Night_-_Fight_for_the_Troops,"December 10, 2008",Dale Hartt,Corey Hill,8,8,0,2,0,0,0,2,Lightweight,KO/TKO,2,0:20,fighter_1,http://www.ufcstats.com/fight-details/c4e16d57dd9a1b39
UFC_Fight_Night_-_Fight_for_the_Troops,"December 10, 2008",Justin McCully,Eddie Sanchez,40,42,1,0,0,0,0,1,Heavyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/2f736846aebbf12d
UFC_91-Couture_vs_Lesnar,"November 15, 2008",Brock Lesnar,Randy Couture,31,11,2,1,0,0,2,0,Heavyweight,"KO/TKO, Punches",2,3:07,fighter_1,http://www.ufcstats.com/fight-details/75577b11361cb645
UFC_91-Couture_vs_Lesnar,"November 15, 2008",Kenny Florian,Joe Stevenson,17,6,1,1,1,0,4,0,Lightweight,"SUB, Rear, Naked, Choke",1,4:03,fighter_1,http://www.ufcstats.com/fight-details/821c27f0dbb27e86
UFC_91-Couture_vs_Lesnar,"November 15, 2008",Dustin Hazelett,Tamdan McCrory,10,15,0,0,3,0,0,0,Welterweight,"SUB, Armbar",1,3:59,fighter_1,http://www.ufcstats.com/fight-details/c739195deef32b45
UFC_91-Couture_vs_Lesnar,"November 15, 2008",Gabriel Gonzaga,Josh Hendricks,12,1,0,0,0,0,0,0,Heavyweight,"KO/TKO, Punch",1,1:01,fighter_1,http://www.ufcstats.com/fight-details/e94d7bfb0c92e30d
UFC_91-Couture_vs_Lesnar,"November 15, 2008",Demian Maia,Nate Quarry,2,0,1,0,1,0,3,0,Middleweight,"SUB, Rear, Naked, Choke",1,2:13,fighter_1,http://www.ufcstats.com/fight-details/bfd846ad4d597bbb
UFC_91-Couture_vs_Lesnar,"November 15, 2008",Aaron Riley,Jorge Gurgel,98,70,1,1,0,0,0,0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/958bd435389dd12a
UFC_91-Couture_vs_Lesnar,"November 15, 2008",Jeremy Stephens,Rafael Dos Anjos,22,9,0,4,0,2,0,3,Lightweight,"KO/TKO, Punch",3,0:39,fighter_1,http://www.ufcstats.com/fight-details/9e99536eae6d709b
UFC_91-Couture_vs_Lesnar,"November 15, 2008",Mark Bocek,Alvin Robinson,21,5,1,0,6,0,12,0,Lightweight,"SUB, Rear, Naked, Choke",3,3:16,fighter_1,http://www.ufcstats.com/fight-details/8191b8edfde3b9c3
UFC_91-Couture_vs_Lesnar,"November 15, 2008",Matt Brown,Ryan Thomas,15,15,1,5,3,0,0,2,Welterweight,"SUB, Armbar",2,0:57,fighter_1,http://www.ufcstats.com/fight-details/b34fb9e15fbd6b3b
UFC_90-Silva_vs_Cote,"October 25, 2008",Anderson Silva,Patrick Cote,29,16,1,0,0,0,0,0,Middleweight,KO/TKO,3,0:39,fighter_1,http://www.ufcstats.com/fight-details/2281dea0c5903a2f
UFC_90-Silva_vs_Cote,"October 25, 2008",Thiago Alves,Josh Koscheck,80,39,0,0,0,0,0,0,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/64da1f4774624b72
UFC_90-Silva_vs_Cote,"October 25, 2008",Gray Maynard,Rich Clementi,22,7,5,0,2,0,7,0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/27868eac1d141498
UFC_90-Silva_vs_Cote,"October 25, 2008",Junior Dos Santos,Fabricio Werdum,7,6,0,0,0,0,0,0,Heavyweight,"KO/TKO, Punch",1,1:21,fighter_1,http://www.ufcstats.com/fight-details/af4cbb9072814a86
UFC_90-Silva_vs_Cote,"October 25, 2008",Sean Sherk,Tyson Griffin,92,74,3,0,0,0,2,0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/d5a0e8c67ed8abe0
UFC_90-Silva_vs_Cote,"October 25, 2008",Thales Leites,Drew McFedries,0,1,1,0,1,0,1,0,Middleweight,"SUB, Rear, Naked, Choke",1,1:18,fighter_1,http://www.ufcstats.com/fight-details/3feb2a8de9cf37da
UFC_90-Silva_vs_Cote,"October 25, 2008",Spencer Fisher,Shannon Gugerty,30,28,0,2,2,1,0,0,Lightweight,"SUB, Triangle, Choke",3,3:56,fighter_1,http://www.ufcstats.com/fight-details/80fd1902547e0744
UFC_90-Silva_vs_Cote,"October 25, 2008",Dan Miller,Matt Horwich,31,15,6,0,0,5,1,2,Middleweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/34d1bfdde8ea3e11
UFC_90-Silva_vs_Cote,"October 25, 2008",Hermes Franca,Marcus Aurelio,60,40,0,1,0,0,0,1,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/854c64fe481e65ee
UFC_90-Silva_vs_Cote,"October 25, 2008",Pete Sell,Joshua Burkman,65,50,1,4,1,0,1,1,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/cfbeeffd65101ae1
UFC_89-Bisping_vs_Leben,"October 18, 2008",Michael Bisping,Chris Leben,70,51,1,1,0,0,0,0,Middleweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/1776c84e3d22d7cc
UFC_89-Bisping_vs_Leben,"October 18, 2008",Keith Jardine,Brandon Vera,50,48,2,1,0,0,0,0,Light Heavyweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/01d71345ba7ea6f9
UFC_89-Bisping_vs_Leben,"October 18, 2008",Luiz Cane,Rameau Thierry Sokoudjou,41,28,0,0,0,0,0,0,Light Heavyweight,"KO/TKO, Punches",2,4:15,fighter_1,http://www.ufcstats.com/fight-details/781017bfa44d4058
UFC_89-Bisping_vs_Leben,"October 18, 2008",Chris Lytle,Paul Taylor,102,85,2,0,0,0,1,0,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/f24db9d7c3636a2a
UFC_89-Bisping_vs_Leben,"October 18, 2008",Marcus Davis,Paul Kelly,25,3,1,1,1,1,2,0,Welterweight,"SUB, Guillotine, Choke",2,2:16,fighter_1,http://www.ufcstats.com/fight-details/cc9cabc1fc747aaf
UFC_89-Bisping_vs_Leben,"October 18, 2008",Dan Hardy,Akihiro Gono,57,56,0,3,0,0,0,1,Welterweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/0510d12ad43ede89
UFC_89-Bisping_vs_Leben,"October 18, 2008",Shane Carwin,Neil Wain,13,4,1,0,0,0,3,0,Heavyweight,"KO/TKO, Punches",1,1:31,fighter_1,http://www.ufcstats.com/fight-details/550daf3853d050ba
UFC_89-Bisping_vs_Leben,"October 18, 2008",David Bielkheden,Jess Liaudin,36,12,7,1,0,2,2,1,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/194f8d501f318ada
UFC_89-Bisping_vs_Leben,"October 18, 2008",Terry Etim,Sam Stout,69,55,0,1,0,0,0,0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/cd5336ef8b2329f4
UFC_89-Bisping_vs_Leben,"October 18, 2008",Jim Miller,David Baron,15,7,5,0,5,1,14,0,Lightweight,"SUB, Rear, Naked, Choke",3,3:19,fighter_1,http://www.ufcstats.com/fight-details/9b8c29f50d452025
UFC_89-Bisping_vs_Leben,"October 18, 2008",Per Eklund,Samy Schiavo,31,23,1,1,5,1,3,0,Lightweight,"SUB, Rear, Naked, Choke",3,1:47,fighter_1,http://www.ufcstats.com/fight-details/757c11f17278b06a
UFC_Fight_Night-Diaz_vs_Neer,"September 17, 2008",Nate Diaz,Josh Neer,40,26,5,4,0,4,5,2,Lightweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/9fc232c3829a1ef0
UFC_Fight_Night-Diaz_vs_Neer,"September 17, 2008",Clay Guida,Mac Danzig,43,36,10,1,0,0,3,0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/d460961065f1198b
UFC_Fight_Night-Diaz_vs_Neer,"September 17, 2008",Alan Belcher,Ed Herman,54,43,0,5,0,2,0,6,Middleweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/3818a33c9103c88f
UFC_Fight_Night-Diaz_vs_Neer,"September 17, 2008",Eric Schafer,Houston Alexander,24,12,1,0,2,0,2,0,Light Heavyweight,"SUB, Arm, Triangle",1,4:53,fighter_1,http://www.ufcstats.com/fight-details/505d3d9b006014c8
UFC_Fight_Night-Diaz_vs_Neer,"September 17, 2008",Alessio Sakara,Joe Vedepo,7,7,0,0,0,0,0,0,Middleweight,"KO/TKO, Kick",1,1:27,fighter_1,http://www.ufcstats.com/fight-details/830bf05d0ee635a1
UFC_Fight_Night-Diaz_vs_Neer,"September 17, 2008",Wilson Gouveia,Ryan Jensen,8,30,1,2,2,0,1,1,Middleweight,"SUB, Armbar",2,2:04,fighter_1,http://www.ufcstats.com/fight-details/43e8fcd8e4d015fb
UFC_Fight_Night-Diaz_vs_Neer,"September 17, 2008",Joe Lauzon,Kyle Bradley,23,18,1,0,2,0,3,0,Lightweight,"KO/TKO, Punches",2,1:34,fighter_1,http://www.ufcstats.com/fight-details/f6ea148cfeb1aaf7
UFC_Fight_Night-Diaz_vs_Neer,"September 17, 2008",Jason Brilz,Brad Morris,34,4,1,0,1,0,7,0,Light Heavyweight,"KO/TKO, Punches",2,2:54,fighter_1,http://www.ufcstats.com/fight-details/d23b05f33b741c47
UFC_Fight_Night-Diaz_vs_Neer,"September 17, 2008",Mike Massenzio,Drew McFedries,0,3,1,0,1,1,2,0,Middleweight,"SUB, Kimura",1,1:28,fighter_1,http://www.ufcstats.com/fight-details/2822226962195259
UFC_Fight_Night-Diaz_vs_Neer,"September 17, 2008",Dan Miller,Rob Kimmons,0,0,0,0,2,0,0,0,Middleweight,"SUB, Rear, Naked, Choke",1,1:27,fighter_1,http://www.ufcstats.com/fight-details/1992dcae0699200e
UFC_88-Breakthrough,"September 06, 2008",Rashad Evans,Chuck Liddell,13,10,0,0,0,0,0,0,Light Heavyweight,"KO/TKO, Punch",2,1:51,fighter_1,http://www.ufcstats.com/fight-details/3e126f482e9a84b8
UFC_88-Breakthrough,"September 06, 2008",Rich Franklin,Matt Hamill,71,13,0,1,0,0,0,0,Light Heavyweight,"KO/TKO, Kick",3,0:39,fighter_1,http://www.ufcstats.com/fight-details/c5574b79e31a1b2b
UFC_88-Breakthrough,"September 06, 2008",Dan Henderson,Rousimar Palhares,42,27,0,2,0,1,0,1,Middleweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/a34dc525a16ce375
UFC_88-Breakthrough,"September 06, 2008",Nate Marquardt,Martin Kampmann,22,1,0,0,0,0,0,0,Middleweight,"KO/TKO, Punches",1,1:22,fighter_1,http://www.ufcstats.com/fight-details/b74ecc368d3ecbc4
UFC_88-Breakthrough,"September 06, 2008",Dong Hyun Kim,Matt Brown,12,48,3,1,1,2,5,1,Welterweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/cafb86764ea92268
UFC_88-Breakthrough,"September 06, 2008",Kurt Pellegrino,Thiago Tavares,61,18,1,1,1,0,5,0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/976f7f5e7537c62b
UFC_88-Breakthrough,"September 06, 2008",Tim Boetsch,Michael Patt,15,9,0,0,0,0,0,0,Light Heavyweight,"KO/TKO, Punches",1,2:03,fighter_1,http://www.ufcstats.com/fight-details/0568994b8323d640
UFC_88-Breakthrough,"September 06, 2008",Jason MacDonald,Jason Lambert,10,1,2,0,1,2,4,0,Middleweight,"SUB, Rear, Naked, Choke",2,1:20,fighter_1,http://www.ufcstats.com/fight-details/81734d11cb6a8ebb
UFC_88-Breakthrough,"September 06, 2008",Ryo Chonan,Roan Carneiro,23,18,0,2,0,1,0,4,Welterweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/9a596aaa2b9a18db
UFC_87-Seek_And_Destroy,"August 09, 2008",Georges St-Pierre,Jon Fitch,131,37,7,0,1,0,7,0,Welterweight,U-DEC,5,5:00,fighter_1,http://www.ufcstats.com/fight-details/a23b4817f0b773c8
UFC_87-Seek_And_Destroy,"August 09, 2008",Brock Lesnar,Heath Herring,45,9,5,0,1,0,6,0,Heavyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/b2013a8b4ed68c8d
UFC_87-Seek_And_Destroy,"August 09, 2008",Rob Emerson,Manvel Gamburyan,3,0,0,0,0,0,0,0,Lightweight,"KO/TKO, Punch",1,0:12,fighter_1,http://www.ufcstats.com/fight-details/e915c1987050eac8
UFC_87-Seek_And_Destroy,"August 09, 2008",Kenny Florian,Roger Huerta,51,33,5,0,0,0,4,0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/c2fd7ee22721846c
UFC_87-Seek_And_Destroy,"August 09, 2008",Demian Maia,Jason MacDonald,30,7,2,0,3,4,8,2,Middleweight,"SUB, Rear, Naked, Choke",3,2:44,fighter_1,http://www.ufcstats.com/fight-details/31362d9ea15127b2
UFC_87-Seek_And_Destroy,"August 09, 2008",Tamdan McCrory,Luke Cummo,26,11,4,1,7,1,9,1,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/e2a61ec3bc83da98
UFC_87-Seek_And_Destroy,"August 09, 2008",Cheick Kongo,Dan Evensen,23,2,2,0,0,2,1,0,Heavyweight,"KO/TKO, Punch",1,4:55,fighter_1,http://www.ufcstats.com/fight-details/4f7a7a0b67f085b3
UFC_87-Seek_And_Destroy,"August 09, 2008",Jon Jones,Andre Gusmao,42,34,2,0,0,0,2,0,Light Heavyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/c5e0e4ee11903076
UFC_87-Seek_And_Destroy,"August 09, 2008",Chris Wilson,Steve Bruno,47,5,2,1,2,0,3,0,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/c92a4fe402579c49
UFC_87-Seek_And_Destroy,"August 09, 2008",Ben Saunders,Ryan Thomas,41,12,1,0,2,2,2,0,Welterweight,"SUB, Armbar",2,2:28,fighter_1,http://www.ufcstats.com/fight-details/204fe39cf94f45dc
UFC-Silva_vs_Irvin,"July 19, 2008",Anderson Silva,James Irvin,13,0,0,0,0,0,0,0,Light Heavyweight,"KO/TKO, Punch",1,1:01,fighter_1,http://www.ufcstats.com/fight-details/4eafb2657c3781f5
UFC-Silva_vs_Irvin,"July 19, 2008",Brandon Vera,Reese Andy,38,30,2,1,0,0,2,0,Light Heavyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/512f2d10f92d0d36
UFC-Silva_vs_Irvin,"July 19, 2008",Frankie Edgar,Hermes Franca,69,18,10,0,0,1,0,0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/9f14f080b08e6869
UFC-Silva_vs_Irvin,"July 19, 2008",Cain Velasquez,Jake O'Brien,24,1,1,0,0,0,1,0,Heavyweight,"KO/TKO, Punches",1,2:02,fighter_1,http://www.ufcstats.com/fight-details/333c9e6f3cc8f91e
UFC-Silva_vs_Irvin,"July 19, 2008",Kevin Burns,Anthony Johnson,37,51,0,5,0,0,0,0,Welterweight,KO/TKO,3,3:35,fighter_1,http://www.ufcstats.com/fight-details/51ae1d8a663ae1fe
UFC-Silva_vs_Irvin,"July 19, 2008",CB Dollaway,Jesse Taylor,4,4,0,1,2,0,1,0,Middleweight,"SUB, Peruvian, Necktie",1,3:58,fighter_1,http://www.ufcstats.com/fight-details/403bed9fe983b10a
UFC-Silva_vs_Irvin,"July 19, 2008",Tim Credeur,Cale Yarbrough,19,6,0,0,0,0,0,0,Middleweight,"KO/TKO, Punches",1,1:54,fighter_1,http://www.ufcstats.com/fight-details/b9b8509c568dc144
UFC-Silva_vs_Irvin,"July 19, 2008",Rory Markham,Brodie Farber,6,18,0,0,0,0,0,0,Welterweight,"KO/TKO, Kick",1,1:37,fighter_1,http://www.ufcstats.com/fight-details/82f2afc6d7db44f3
UFC-Silva_vs_Irvin,"July 19, 2008",Nate Loughran,Johnny Rees,1,7,0,0,2,0,0,0,Middleweight,"SUB, Triangle, Choke",1,4:21,fighter_1,http://www.ufcstats.com/fight-details/f8b6468621db85ca
UFC-Silva_vs_Irvin,"July 19, 2008",Brad Blackburn,James Giboo,53,9,0,0,0,0,0,0,Welterweight,"KO/TKO, Punches",2,2:29,fighter_1,http://www.ufcstats.com/fight-details/62f487635d7a9bb0
UFC-Silva_vs_Irvin,"July 19, 2008",Shannon Gugerty,Dale Hartt,3,1,1,0,2,2,3,0,Lightweight,"SUB, Rear, Naked, Choke",1,3:33,fighter_1,http://www.ufcstats.com/fight-details/8d26509990b6e518
UFC_86-Jackson_vs_Griffin,"July 05, 2008",Forrest Griffin,Rampage Jackson,77,50,0,0,3,0,3,0,Light Heavyweight,U-DEC,5,5:00,fighter_1,http://www.ufcstats.com/fight-details/ae674ec42bd0a979
UFC_86-Jackson_vs_Griffin,"July 05, 2008",Patrick Cote,Ricardo Almeida,24,26,0,2,0,2,0,3,Middleweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/6760e48a36571feb
UFC_86-Jackson_vs_Griffin,"July 05, 2008",Joe Stevenson,Gleison Tibau,12,4,1,5,2,1,0,2,Lightweight,"SUB, Guillotine, Choke",2,2:57,fighter_1,http://www.ufcstats.com/fight-details/51b0cc51799e7d5d
UFC_86-Jackson_vs_Griffin,"July 05, 2008",Josh Koscheck,Chris Lytle,38,16,2,0,0,5,3,0,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/ac82d28aaa5faaf0
UFC_86-Jackson_vs_Griffin,"July 05, 2008",Tyson Griffin,Marcus Aurelio,92,20,3,0,0,1,0,0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/61f0ceb980c1ae81
UFC_86-Jackson_vs_Griffin,"July 05, 2008",Gabriel Gonzaga,Justin McCully,6,2,1,0,1,0,2,0,Heavyweight,"SUB, Kimura",1,1:57,fighter_1,http://www.ufcstats.com/fight-details/bbe3d2a2ad8d204e
UFC_86-Jackson_vs_Griffin,"July 05, 2008",Cole Miller,Jorge Gurgel,41,54,1,3,2,0,2,1,Lightweight,"SUB, Triangle, Choke",3,4:48,fighter_1,http://www.ufcstats.com/fight-details/66f0238fac31130f
UFC_86-Jackson_vs_Griffin,"July 05, 2008",Melvin Guillard,Dennis Siver,10,0,0,0,0,0,0,0,Lightweight,"KO/TKO, Punches",1,0:36,fighter_1,http://www.ufcstats.com/fight-details/13858ffdaaef5671
UFC_86-Jackson_vs_Griffin,"July 05, 2008",Justin Buchholz,Corey Hill,24,34,0,2,1,0,1,1,Lightweight,"SUB, Rear, Naked, Choke",2,3:57,fighter_1,http://www.ufcstats.com/fight-details/bcefcb29bec709d6
The_Ultimate_Fighter-Team_Rampage_vs_Team_Forrest_Finale,"June 21, 2008",Kendall Grove,Evan Tanner,59,27,0,3,1,0,1,1,Middleweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/98b1ee14ad4ea1c6
The_Ultimate_Fighter-Team_Rampage_vs_Team_Forrest_Finale,"June 21, 2008",Amir Sadollah,CB Dollaway,2,6,0,1,2,0,0,1,Middleweight,"SUB, Armbar",1,3:02,fighter_1,http://www.ufcstats.com/fight-details/0064bbc554d85421
The_Ultimate_Fighter-Team_Rampage_vs_Team_Forrest_Finale,"June 21, 2008",Diego Sanchez,Luigi Fioravanti,51,27,0,1,1,1,1,0,Welterweight,"KO/TKO, Flying, Knee",3,4:07,fighter_1,http://www.ufcstats.com/fight-details/31c2d8648b06a001
The_Ultimate_Fighter-Team_Rampage_vs_Team_Forrest_Finale,"June 21, 2008",Spencer Fisher,Jeremy Stephens,56,23,1,2,0,3,9,0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/7ddaf46a81b7e616
The_Ultimate_Fighter-Team_Rampage_vs_Team_Forrest_Finale,"June 21, 2008",Matthew Riddle,Dante Rivera,60,34,5,0,2,0,4,0,Middleweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/61d89b0cb175430c
The_Ultimate_Fighter-Team_Rampage_vs_Team_Forrest_Finale,"June 21, 2008",Dustin Hazelett,Joshua Burkman,13,34,1,1,3,0,0,1,Welterweight,"SUB, Armbar",2,4:46,fighter_1,http://www.ufcstats.com/fight-details/688c8b695e521ce8
The_Ultimate_Fighter-Team_Rampage_vs_Team_Forrest_Finale,"June 21, 2008",Drew McFedries,Marvin Eastman,19,3,1,1,0,0,0,0,Middleweight,"KO/TKO, Punches",1,1:08,fighter_1,http://www.ufcstats.com/fight-details/98a1121ffbc47657
The_Ultimate_Fighter-Team_Rampage_vs_Team_Forrest_Finale,"June 21, 2008",Matt Brown,Matt Arroyo,32,26,0,2,1,0,0,0,Welterweight,"KO/TKO, Punches",2,3:40,fighter_1,http://www.ufcstats.com/fight-details/6aee27cc2610b56a
The_Ultimate_Fighter-Team_Rampage_vs_Team_Forrest_Finale,"June 21, 2008",Dean Lister,Jeremy Horn,6,2,1,0,1,0,0,1,Middleweight,"SUB, Guillotine, Choke",1,3:52,fighter_1,http://www.ufcstats.com/fight-details/5288ef3edf1eda6e
The_Ultimate_Fighter-Team_Rampage_vs_Team_Forrest_Finale,"June 21, 2008",Rob Kimmons,Rob Yundt,9,5,1,1,4,0,1,0,Middleweight,"SUB, Guillotine, Choke",1,3:58,fighter_1,http://www.ufcstats.com/fight-details/0700b74037329215
UFC_85-Bedlam,"June 07, 2008",Thiago Alves,Matt Hughes,10,9,1,1,0,0,1,3,Welterweight,"KO/TKO, Flying, Knee",2,1:02,fighter_1,http://www.ufcstats.com/fight-details/b3a3341a5db2d484
UFC_85-Bedlam,"June 07, 2008",Michael Bisping,Jason Day,25,7,2,0,0,0,3,0,Middleweight,"KO/TKO, Punches",1,3:42,fighter_1,http://www.ufcstats.com/fight-details/761681c1ab0fdead
UFC_85-Bedlam,"June 07, 2008",Mike Swick,Marcus Davis,32,31,2,3,1,2,7,0,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/ff872fa3e9ec32a9
UFC_85-Bedlam,"June 07, 2008",Thales Leites,Nate Marquardt,13,35,0,5,2,0,4,1,Middleweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/171007deb1cc56aa
UFC_85-Bedlam,"June 07, 2008",Fabricio Werdum,Brandon Vera,15,15,2,0,0,0,3,0,Heavyweight,"KO/TKO, Punches",1,4:40,fighter_1,http://www.ufcstats.com/fight-details/0fe3681eb934bdc3
